epoch,test_mean_ep_len,test_mean_ep_ret
1,28.2,28.2
2,5.9,5.9
3,200.0,200.0
4,200.0,200.0
5,200.0,200.0
6,200.0,200.0
7,200.0,200.0
8,101.7,101.7
9,200.0,200.0
10,199.7,199.7
11,200.0,200.0
12,200.0,200.0
13,200.0,200.0
14,200.0,200.0
15,200.0,200.0
16,200.0,200.0
17,200.0,200.0
18,200.0,200.0
19,200.0,200.0
20,200.0,200.0
21,200.0,200.0
22,200.0,200.0
23,200.0,200.0
24,191.7,191.7
25,200.0,200.0
26,200.0,200.0
27,200.0,200.0
28,200.0,200.0
29,200.0,200.0
30,194.7,194.7
31,200.0,200.0
32,200.0,200.0
33,200.0,200.0
34,200.0,200.0
35,200.0,200.0
36,200.0,200.0
37,200.0,200.0
38,200.0,200.0
39,197.7,197.7
40,198.8,198.8
41,190.4,190.4
42,200.0,200.0
43,200.0,200.0
44,180.0,180.0
45,193.2,193.2
46,190.8,190.8
47,175.2,175.2
48,200.0,200.0
49,200.0,200.0
50,200.0,200.0
51,200.0,200.0
52,200.0,200.0
53,199.2,199.2
54,200.0,200.0
55,200.0,200.0
56,200.0,200.0
57,200.0,200.0
58,200.0,200.0
59,200.0,200.0
60,200.0,200.0
61,200.0,200.0
62,200.0,200.0
63,200.0,200.0
64,200.0,200.0
65,200.0,200.0
66,200.0,200.0
67,200.0,200.0
68,200.0,200.0
69,200.0,200.0
70,200.0,200.0
71,200.0,200.0
72,200.0,200.0
73,200.0,200.0
74,200.0,200.0
75,200.0,200.0
76,200.0,200.0
77,200.0,200.0
78,200.0,200.0
79,200.0,200.0
80,200.0,200.0
81,200.0,200.0
82,200.0,200.0
83,200.0,200.0
84,200.0,200.0
85,200.0,200.0
86,200.0,200.0
87,200.0,200.0
88,200.0,200.0
89,200.0,200.0
90,181.4,181.4
91,200.0,200.0
92,200.0,200.0
93,200.0,200.0
94,200.0,200.0
95,200.0,200.0
96,200.0,200.0
97,200.0,200.0
98,200.0,200.0
99,200.0,200.0
100,200.0,200.0
